date,description,amount,type,category,accountId
2021-12-31,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-12-31,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-12-31,BKOFAMERICA ATM 12/31 #000006229 WITHDRWL CENTRAL SQUARE CAMBRIDGE MA,,CashAndCreditTransaction,,63310740_3389445
2021-12-31,GREAT LAKES     ,,CashAndCreditTransaction,,63310740_3389445
2021-12-31,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-12-30,Pending,,LoanTransaction,,63310740_7550886
2021-12-30,REINVESTMENT FEDERATED HERMES INTL SM MID CO CL A (ISCAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-30,LONG-TERM CAP GAIN FEDERATED HERMES INTL SM MID CO CL A (ISCAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-30,REINVESTMENT FEDERATED HERMES INTL SM MID CO CL A (ISCAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-30,SHORT-TERM CAP GAIN FEDERATED HERMES INTL SM MID CO CL A (ISCAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-30,REINVESTMENT FEDERATED HERMES INTL SM MID CO CL A (ISCAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-30,DIVIDEND RECEIVED FEDERATED HERMES INTL SM MID CO CL A (ISCAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-30,0.0043VANGUARD INDEX FUNDS VANGUARD VALUE ETF REIN @ 147.6097 REC 12/28/21 PAY 12/30/21,,InvestmentTransaction,,63310740_7876057
2021-12-30,VANGUARD INDEX FUNDS VANGUARD VALUE ETF CASH DIV ON 0.69761 SHS,,InvestmentTransaction,,63310740_7876057
2021-12-30,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-12-30,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-12-30,Lyft,,CashAndCreditTransaction,,63310740_7664647
2021-12-30,Dana Hill Liquor Mart,,CashAndCreditTransaction,,63310740_7664647
2021-12-29,PIONEER FNDML GRTH K,,InvestmentTransaction,,63310740_7550884
2021-12-29,J.Crew,,CashAndCreditTransaction,,63310740_7664647
2021-12-29,Banana Republic,,CashAndCreditTransaction,,63310740_7664647
2021-12-29,Pyara Spa and Salon,,CashAndCreditTransaction,,63310740_7664647
2021-12-29,J.Crew,,CashAndCreditTransaction,,63310740_7664647
2021-12-29,J.Crew,,CashAndCreditTransaction,,63310740_7664647
2021-12-29,L.L. Bean,,CashAndCreditTransaction,,63310740_7664647
2021-12-29,TST* The Nu Do Society 516-636-4995 MA,,CashAndCreditTransaction,,63310740_7664647
2021-12-28,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-12-28,Apple,,CashAndCreditTransaction,,63310740_7664647
2021-12-27,FID SM CAP IDX,,InvestmentTransaction,,63310740_7550884
2021-12-27,FID 500 INDEX,,InvestmentTransaction,,63310740_7550884
2021-12-27,AF EUROPAC GROWTH R6,,InvestmentTransaction,,63310740_7550884
2021-12-27,TRP QM US SMCP GR I,,InvestmentTransaction,,63310740_7550884
2021-12-27,J H ENTERPRISE N,,InvestmentTransaction,,63310740_7550884
2021-12-27,INVS EM ALL CAP R6,,InvestmentTransaction,,63310740_7550884
2021-12-27,PIONEER FNDML GRTH K,,InvestmentTransaction,,63310740_7550884
2021-12-27,1369 Coffeehouse,,CashAndCreditTransaction,,63310740_7664647
2021-12-27,BT LIFE ALIVEZGBYJTD4 888-987-7537 PA,,CashAndCreditTransaction,,63310740_7664647
2021-12-27,"Formaggio Kitchen, Inc.",,CashAndCreditTransaction,,63310740_7664647
2021-12-27,MBTA MTICKET 617-222-3200 MA,,CashAndCreditTransaction,,63310740_7664647
2021-12-27,7-Eleven,,CashAndCreditTransaction,,63310740_7664647
2021-12-24,PAYMENT - THANK YOU,,CashAndCreditTransaction,,63310740_7664647
2021-12-24,BANK OF AMERICA CREDIT CARD Bill Payment,,CashAndCreditTransaction,,63310740_3389445
2021-12-23,VANGUARD INTL EQUITY IND FD FTSE ALL WORLD EX US FD ETF CASH DIV ON 5.18749 SHS,,InvestmentTransaction,,63310740_7876057
2021-12-23,VANGUARD FTSE EMERGING MARKETSETF FTSE EMERGING INDEX CASH DIV ON 1.90417 SHS,,InvestmentTransaction,,63310740_7876057
2021-12-23,0.0185VANGUARD FTSE EMERGING MARKETSETF FTSE EMERGING INDEX REIN @ 49.1095 REC 12/21/21 PAY 12/23/21,,InvestmentTransaction,,63310740_7876057
2021-12-23,0.0721VANGUARD INTL EQUITY IND FD FTSE ALL WORLD EX US FD ETF REIN @ 60.9250 REC 12/21/21 PAY 12/23/,,InvestmentTransaction,,63310740_7876057
2021-12-23,"EDISON ENERGY LL DES:DIRECT DEP ID:XXXXX0763369A8H INDN:MURPHY,JOHN J CO ID: PPD",,CashAndCreditTransaction,,63310740_3389445
2021-12-23,"EDISON ENERGY LL DES:DIRECT DEP ID:XXXXX0763370A8H INDN:MURPHY,JOHN J CO ID: PPD",,CashAndCreditTransaction,,63310740_3389445
2021-12-23,"EDISON ENERGY LL DES:DIRECT DEP ID:XXXXX0763368A8H INDN:MURPHY,JOHN J CO ID: PPD",,CashAndCreditTransaction,,63310740_3389445
2021-12-23,Amazon,,CashAndCreditTransaction,,63310740_7664647
2021-12-22,Interest Earned,,CashAndCreditTransaction,,63310740_3389446
2021-12-22,WAVEBOX BANGOR,,CashAndCreditTransaction,,63310740_7664647
2021-12-21,Venmo Des Cashout,,CashAndCreditTransaction,,63310740_3389445
2021-12-21,Starbucks,,CashAndCreditTransaction,,63310740_7664647
2021-12-20,J H ENTERPRISE N,,InvestmentTransaction,,63310740_7550884
2021-12-20,Venmo Des Cashout,,CashAndCreditTransaction,,63310740_3389445
2021-12-20,THE DRUID CAMBRIDGE MA,,CashAndCreditTransaction,,63310740_7664647
2021-12-20,Target,,CashAndCreditTransaction,,63310740_7664647
2021-12-20,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-12-20,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-12-20,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-12-20,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-12-18,Amazon,,CashAndCreditTransaction,,63310740_7664647
2021-12-17,ISHARES CORE S&P TOTAL U S STOCK MARKET ETF CASH DIV ON 5.65812 SHS,,InvestmentTransaction,,63310740_7876057
2021-12-17,0.0134ISHARES CORE S&P SMALL CAP ETFREIN @ 109.0500 REC 12/14/21 PAY 12/17/21,,InvestmentTransaction,,63310740_7876057
2021-12-17,0.0184ISHARES MSCI EAFE SMALL CAP ETF REIN @ 70.7197 REC 12/14/21 PAY 12/17/21,,InvestmentTransaction,,63310740_7876057
2021-12-17,ISHARES MSCI EAFE SMALL CAP ETF CASH DIV ON 0.93871 SHS,,InvestmentTransaction,,63310740_7876057
2021-12-17,ISHARES CORE S&P SMALL CAP ETFCASH DIV ON 1.98509 SHS REC 12/14/21 PAY 12/17/21,,InvestmentTransaction,,63310740_7876057
2021-12-17,0.0201ISHARES CORE S&P TOTAL U S STOCK MARKET ETF REIN @ 103.6297 REC 12/14/21 PAY 12/17/21,,InvestmentTransaction,,63310740_7876057
2021-12-17,SHORT-TERM CAP GAIN FIDELITY SELECT SEMICONDUCTORS PORT (FSELX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-17,DIVIDEND RECEIVED FIDELITY SELECT SEMICONDUCTORS PORT (FSELX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-17,REINVESTMENT FIDELITY SELECT SEMICONDUCTORS PORT (FSELX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-17,LONG-TERM CAP GAIN FIDELITY SELECT SEMICONDUCTORS PORT (FSELX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-17,FID MID CAP IDX,,InvestmentTransaction,,63310740_7550884
2021-12-17,Bank of America Credit Card Bill Payment,,CashAndCreditTransaction,,63310740_3389445
2021-12-17,Hulu,,CashAndCreditTransaction,,63310740_7664647
2021-12-17,PAYMENT - THANK YOU,,CashAndCreditTransaction,,63310740_7664647
2021-12-16,Payment,,LoanTransaction,,63310740_7550886
2021-12-16,AF EUROPAC GROWTH R6,,InvestmentTransaction,,63310740_7550884
2021-12-16,GREAT LAKES     ,,CashAndCreditTransaction,,63310740_3389445
2021-12-15,Management Fee,,InvestmentTransaction,,63310740_7876057
2021-12-15,Automatic Transfer from CHK 1163 Confirmation# 1607075445,,CashAndCreditTransaction,,63310740_3389446
2021-12-15,Automatic Transfer to SAV 0277 Confirmation# 1607075445,,CashAndCreditTransaction,,63310740_3389445
2021-12-14,PIONEER FNDML GRTH K,,InvestmentTransaction,,63310740_7550884
2021-12-14,INVS EM ALL CAP R6,,InvestmentTransaction,,63310740_7550884
2021-12-14,FID 500 INDEX,,InvestmentTransaction,,63310740_7550884
2021-12-14,AF EUROPAC GROWTH R6,,InvestmentTransaction,,63310740_7550884
2021-12-14,TRP QM US SMCP GR I,,InvestmentTransaction,,63310740_7550884
2021-12-14,FID SM CAP IDX,,InvestmentTransaction,,63310740_7550884
2021-12-14,INVS EM ALL CAP R6,,InvestmentTransaction,,63310740_7550884
2021-12-14,J H ENTERPRISE N,,InvestmentTransaction,,63310740_7550884
2021-12-14,TRP QM US SMCP GR I,,InvestmentTransaction,,63310740_7550884
2021-12-14,SHORT-TERM CAP GAIN as of 12/13/2021 MORGAN STANLEY GROWTH PORTFOLIO A (MSEGX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-14,LONG-TERM CAP GAIN as of 12/13/2021 MORGAN STANLEY GROWTH PORTFOLIO A (MSEGX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-14,REINVESTMENT as of 12/13/2021 MORGAN STANLEY DISCOVERY PORT CL A (MACGX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-14,REINVESTMENT as of 12/13/2021 MORGAN STANLEY DISCOVERY PORT CL A (MACGX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-14,SHORT-TERM CAP GAIN as of 12/13/2021 MORGAN STANLEY DISCOVERY PORT CL A (MACGX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-14,LONG-TERM CAP GAIN as of 12/13/2021 MORGAN STANLEY DISCOVERY PORT CL A (MACGX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-14,REINVESTMENT as of 12/13/2021 MORGAN STANLEY GROWTH PORTFOLIO A (MSEGX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-14,REINVESTMENT as of 12/13/2021 MORGAN STANLEY GROWTH PORTFOLIO A (MSEGX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-14,TST* MAMALEH'S DELICATESS617-682-0225 MA,,CashAndCreditTransaction,,63310740_7664647
2021-12-14,LinkedIn,,CashAndCreditTransaction,,63310740_7664647
2021-12-14,Media Works Inc,,CashAndCreditTransaction,,63310740_3389445
2021-12-14,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-12-13,ATM Fee,,CashAndCreditTransaction,,63310740_3389445
2021-12-13,CD011535000000 12/11 #000002250 WITHDRWL Cardtronics CCSM ALLSTON MA,,CashAndCreditTransaction,,63310740_3389445
2021-12-13,Preferred Rewards-ATM Bal Inq Fee Waiver of $2.50,,CashAndCreditTransaction,,63310740_3389446
2021-12-13,A MEDIUM CORPORATION 415-508-5008 CA,,CashAndCreditTransaction,,63310740_7664647
2021-12-13,Amazon,,CashAndCreditTransaction,,63310740_7664647
2021-12-13,Comcast,,CashAndCreditTransaction,,63310740_7664647
2021-12-13,1369 Coffeehouse,,CashAndCreditTransaction,,63310740_7664647
2021-12-13,Whole Foods,,CashAndCreditTransaction,,63310740_7664647
2021-12-13,Starbucks,,CashAndCreditTransaction,,63310740_7664647
2021-12-13,Preferred Rewards-ATM Wthdrwl Fee Waiver of $2.50,,CashAndCreditTransaction,,63310740_3389445
2021-12-13,Venmo Des Cashout,,CashAndCreditTransaction,,63310740_3389445
2021-12-13,Venmo Des Cashout,,CashAndCreditTransaction,,63310740_3389445
2021-12-13,Preferred Rewards-ATM Oper Rebate Refund of $2.50,,CashAndCreditTransaction,,63310740_3389445
2021-12-13,Preferred Rewards-ATM Bal Inq Fee Waiver of $2.50,,CashAndCreditTransaction,,63310740_3389445
2021-12-11,Amazon,,CashAndCreditTransaction,,63310740_7664647
2021-12-11,Amazon,,CashAndCreditTransaction,,63310740_7664647
2021-12-10,FID SM CAP IDX,,InvestmentTransaction,,63310740_7550884
2021-12-10,FID INTL INDEX,,InvestmentTransaction,,63310740_7550884
2021-12-10,FID 500 INDEX,,InvestmentTransaction,,63310740_7550884
2021-12-10,"Davis & Davis, P.C.",,CashAndCreditTransaction,,63310740_7664647
2021-12-10,Amazon,,CashAndCreditTransaction,,63310740_7664647
2021-12-10,"EDISON ENERGY LL DES:DIRECT DEP ID:XXXXX0788488A8H INDN:MURPHY,JOHN J CO ID: PPD",,CashAndCreditTransaction,,63310740_3389445
2021-12-09,Mo'rockin Fusion,,CashAndCreditTransaction,,63310740_7664647
2021-12-08,Ticketmaster Des E,,CashAndCreditTransaction,,63310740_3389445
2021-12-06,SHORT-TERM CAP GAIN as of 12/03/2021 CLEARBRIDGE SELECT FUND CL A (LCLAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-06,REINVESTMENT as of 12/03/2021 CLEARBRIDGE SELECT FUND CL A (LCLAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-06,LONG-TERM CAP GAIN as of 12/03/2021 CLEARBRIDGE SELECT FUND CL A (LCLAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-06,REINVESTMENT as of 12/03/2021 CLEARBRIDGE SELECT FUND CL A (LCLAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-06,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-12-06,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-12-06,Venmo Des Cashout,,CashAndCreditTransaction,,63310740_3389445
2021-12-06,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-12-06,Bank of America Credit Card Bill Payment,,CashAndCreditTransaction,,63310740_3389445
2021-12-06,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-12-06,McDonald's,,CashAndCreditTransaction,,63310740_7664647
2021-12-06,CEST BON MARKET AND LIQUOCAMBRIDGE MA,,CashAndCreditTransaction,,63310740_7664647
2021-12-06,THE SINCLAIR 617-2167816 MA,,CashAndCreditTransaction,,63310740_7664647
2021-12-06,BROADSHEET COFFEE ROACambridge MA,,CashAndCreditTransaction,,63310740_7664647
2021-12-06,TST*TRINASTAR/PARLORSPORTSOMERVILLE MA,,CashAndCreditTransaction,,63310740_7664647
2021-12-04,PAYMENT - THANK YOU,,CashAndCreditTransaction,,63310740_7664647
2021-12-03,DIVIDEND RECEIVED FIDELITY EMERGING ASIA FUND (FSEAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-03,LONG-TERM CAP GAIN FIDELITY EMERGING ASIA FUND (FSEAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-03,REINVESTMENT FIDELITY EMERGING ASIA FUND (FSEAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-03,Spotify,,CashAndCreditTransaction,,63310740_7664647
2021-12-02,EVERSOURCE      ,,CashAndCreditTransaction,,63310740_3389445
2021-12-02,EVERSOURCE      ,,CashAndCreditTransaction,,63310740_3389445
2021-12-02,Venmo Des Cashout,,CashAndCreditTransaction,,63310740_3389445
2021-12-02,Amazon,,CashAndCreditTransaction,,63310740_7664647
2021-12-02,CVS,,CashAndCreditTransaction,,63310740_7664647
2021-12-02,H MART - CAMBRIDGE CAMBRIDGE MA,,CashAndCreditTransaction,,63310740_7664647
2021-12-01,YOU BOUGHT PERIODIC INVESTMENT FIDELITY EMERGING ASIA FUND (FSEAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-01,CASH CONTRIBUTION CURRENT YEAR (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-01,YOU BOUGHT PERIODIC INVESTMENT CONF:035981977 MORGAN STANLEY GROWTH PORTFOLIO A (MSEGX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-01,YOU BOUGHT PERIODIC INVESTMENT FIDELITY SELECT SEMICONDUCTORS PORT (FSELX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-01,YOU BOUGHT PERIODIC INVESTMENT CONF:035734412 FEDERATED HERMES INTL SM MID CO CL A (ISCAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-01,YOU BOUGHT PERIODIC INVESTMENT CONF:035973384 MORGAN STANLEY DISCOVERY PORT CL A (MACGX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-01,YOU BOUGHT PERIODIC INVESTMENT CONF:022530532 CLEARBRIDGE SELECT FUND CL A (LCLAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-12-01,Bon ME,,CashAndCreditTransaction,,63310740_7664647
2021-12-01,Ticketmaster Des C,,CashAndCreditTransaction,,63310740_3389445
2021-12-01,Ticketmaster Des C,,CashAndCreditTransaction,,63310740_3389445
2021-12-01,FID BKG SVC LLC ,,CashAndCreditTransaction,,63310740_3389445
2021-12-01,Zelle Transfer Conf# w24nru724; ABEL DESIGNS LLC,,CashAndCreditTransaction,,63310740_3389445
2021-12-01,Venmo Des Cashout,,CashAndCreditTransaction,,63310740_3389445
2021-11-29,PIONEER FNDML GRTH K,,InvestmentTransaction,,63310740_7550884
2021-11-29,AF EUROPAC GROWTH R6,,InvestmentTransaction,,63310740_7550884
2021-11-29,J H ENTERPRISE N,,InvestmentTransaction,,63310740_7550884
2021-11-29,FID 500 INDEX,,InvestmentTransaction,,63310740_7550884
2021-11-29,FID SM CAP IDX,,InvestmentTransaction,,63310740_7550884
2021-11-29,INVS EM ALL CAP R6,,InvestmentTransaction,,63310740_7550884
2021-11-29,TRP QM US SMCP GR I,,InvestmentTransaction,,63310740_7550884
2021-11-29,PIONEER FNDML GRTH K,,InvestmentTransaction,,63310740_7550884
2021-11-29,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-29,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-29,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-29,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-29,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-29,Uber.com,,CashAndCreditTransaction,,63310740_7664647
2021-11-29,BT LIFE ALIVEZGBYJTD4 888-987-7537 PA,,CashAndCreditTransaction,,63310740_7664647
2021-11-29,Whole Foods,,CashAndCreditTransaction,,63310740_7664647
2021-11-29,Uber.com,,CashAndCreditTransaction,,63310740_7664647
2021-11-29,Apple,,CashAndCreditTransaction,,63310740_7664647
2021-11-29,1369 Coffeehouse,,CashAndCreditTransaction,,63310740_7664647
2021-11-27,Amazon,,CashAndCreditTransaction,,63310740_7664647
2021-11-26,"Sweetgreen, Inc.",,CashAndCreditTransaction,,63310740_7664647
2021-11-26,MBTA MTICKET 617-222-3200 MA,,CashAndCreditTransaction,,63310740_7664647
2021-11-26,"EDISON ENERGY LL DES:DIRECT DEP ID:XXXXX0357345A8H INDN:MURPHY,JOHN J CO ID: PPD",,CashAndCreditTransaction,,63310740_3389445
2021-11-24,Amazon,,CashAndCreditTransaction,,63310740_7664647
2021-11-24,Amazon,,CashAndCreditTransaction,,63310740_7664647
2021-11-24,Venmo Des Cashout,,CashAndCreditTransaction,,63310740_3389445
2021-11-24,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-23,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-23,Bank of America Credit Card Bill Payment,,CashAndCreditTransaction,,63310740_3389445
2021-11-23,Boa Adj Waypoint,,CashAndCreditTransaction,,63310740_7664647
2021-11-23,Inman Square Hardware Inc,,CashAndCreditTransaction,,63310740_7664647
2021-11-23,PAYMENT - THANK YOU,,CashAndCreditTransaction,,63310740_7664647
2021-11-22,Whole Foods,,CashAndCreditTransaction,,63310740_7664647
2021-11-22,Waypoint CAMBRIDGE MA,,CashAndCreditTransaction,,63310740_7664647
2021-11-22,TEATRO 617-5426418 MA,,CashAndCreditTransaction,,63310740_7664647
2021-11-22,TST* THE DIAL CAMBRIDGE MA,,CashAndCreditTransaction,,63310740_7664647
2021-11-22,Waypoint CAMBRIDGE MA,,CashAndCreditTransaction,,63310740_7664647
2021-11-22,Target,,CashAndCreditTransaction,,63310740_7664647
2021-11-22,Starbucks,,CashAndCreditTransaction,,63310740_7664647
2021-11-22,Starbucks,,CashAndCreditTransaction,,63310740_7664647
2021-11-19,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-19,Starbucks,,CashAndCreditTransaction,,63310740_7664647
2021-11-19,"Sweetgreen, Inc.",,CashAndCreditTransaction,,63310740_7664647
2021-11-19,Starbucks,,CashAndCreditTransaction,,63310740_7664647
2021-11-18,Interest Earned,,CashAndCreditTransaction,,63310740_3389446
2021-11-17,Management Fee,,InvestmentTransaction,,63310740_7876057
2021-11-17,Bank of America Credit Card Bill Payment,,CashAndCreditTransaction,,63310740_3389445
2021-11-17,Hulu,,CashAndCreditTransaction,,63310740_7664647
2021-11-17,Starbucks,,CashAndCreditTransaction,,63310740_7664647
2021-11-17,PAYMENT - THANK YOU,,CashAndCreditTransaction,,63310740_7664647
2021-11-16,Payment,,LoanTransaction,,63310740_7550886
2021-11-16,GREAT LAKES     ,,CashAndCreditTransaction,,63310740_3389445
2021-11-15,PIONEER FNDML GRTH K,,InvestmentTransaction,,63310740_7550884
2021-11-15,INVS EM ALL CAP R6,,InvestmentTransaction,,63310740_7550884
2021-11-15,TRP QM US SMCP GR I,,InvestmentTransaction,,63310740_7550884
2021-11-15,AF EUROPAC GROWTH R6,,InvestmentTransaction,,63310740_7550884
2021-11-15,J H ENTERPRISE N,,InvestmentTransaction,,63310740_7550884
2021-11-15,FID 500 INDEX,,InvestmentTransaction,,63310740_7550884
2021-11-15,FID SM CAP IDX,,InvestmentTransaction,,63310740_7550884
2021-11-15,Automatic Transfer from CHK 1163 Confirmation# 1598541347,,CashAndCreditTransaction,,63310740_3389446
2021-11-15,Media Works Inc,,CashAndCreditTransaction,,63310740_3389445
2021-11-15,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-15,Automatic Transfer to SAV 0277 Confirmation# 1598541347,,CashAndCreditTransaction,,63310740_3389445
2021-11-15,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-15,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-15,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-15,BROADSHEET COFFEE ROACambridge MA,,CashAndCreditTransaction,,63310740_7664647
2021-11-15,1369 Coffeehouse,,CashAndCreditTransaction,,63310740_7664647
2021-11-15,LinkedIn,,CashAndCreditTransaction,,63310740_7664647
2021-11-13,Comcast,,CashAndCreditTransaction,,63310740_7664647
2021-11-12,"EDISON ENERGY LL DES:DIRECT DEP ID:XXXXX6825048A8H INDN:MURPHY,JOHN J CO ID: PPD",,CashAndCreditTransaction,,63310740_3389445
2021-11-12,1369 Coffeehouse,,CashAndCreditTransaction,,63310740_7664647
2021-11-12,"Sweetgreen, Inc.",,CashAndCreditTransaction,,63310740_7664647
2021-11-12,Cambridge Naturals,,CashAndCreditTransaction,,63310740_7664647
2021-11-12,A MEDIUM CORPORATION 415-508-5008 CA,,CashAndCreditTransaction,,63310740_7664647
2021-11-12,"Cambridge Natural Foods, Inc.",,CashAndCreditTransaction,,63310740_7664647
2021-11-11,Well Coffee House Boston,,CashAndCreditTransaction,,63310740_7664647
2021-11-10,BANK OF AMERICA CREDIT CARD Bill Payment,,CashAndCreditTransaction,,63310740_3389445
2021-11-10,PAYMENT - THANK YOU,,CashAndCreditTransaction,,63310740_7664647
2021-11-09,Starbucks,,CashAndCreditTransaction,,63310740_7664647
2021-11-08,Thelonious Monkfish Ltd,,CashAndCreditTransaction,,63310740_7664647
2021-11-08,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-08,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-06,1369 Coffeehouse,,CashAndCreditTransaction,,63310740_7664647
2021-11-05,Starbucks,,CashAndCreditTransaction,,63310740_7664647
2021-11-04,Venmo Des Cashout,,CashAndCreditTransaction,,63310740_3389445
2021-11-04,BOSTON SMOKED F BOSTON MA,,CashAndCreditTransaction,,63310740_7664647
2021-11-03,Spotify,,CashAndCreditTransaction,,63310740_7664647
2021-11-02,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-02,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-02,EVERSOURCE      ,,CashAndCreditTransaction,,63310740_3389445
2021-11-02,EVERSOURCE      ,,CashAndCreditTransaction,,63310740_3389445
2021-11-02,Sp Lifealive Httpslifealivma,,CashAndCreditTransaction,,63310740_7664647
2021-11-02,PAR*LIFE ALIVE CAFE CAMBRIDGE MA,,CashAndCreditTransaction,,63310740_7664647
2021-11-02,PAR*LIFE ALIVE CAFE CAMBRIDGE MA,,CashAndCreditTransaction,,63310740_7664647
2021-11-01,YOU BOUGHT PERIODIC INVESTMENT CONF:022215896 CLEARBRIDGE SELECT FUND CL A (LCLAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-11-01,YOU BOUGHT PERIODIC INVESTMENT FIDELITY EMERGING ASIA FUND (FSEAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-11-01,CASH CONTRIBUTION CURRENT YEAR (Cash),,InvestmentTransaction,,63310740_8578901
2021-11-01,YOU BOUGHT PERIODIC INVESTMENT CONF:035968900 MORGAN STANLEY DISCOVERY PORT CL A (MACGX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-11-01,YOU BOUGHT PERIODIC INVESTMENT CONF:035977266 MORGAN STANLEY GROWTH PORTFOLIO A (MSEGX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-11-01,YOU BOUGHT PERIODIC INVESTMENT FIDELITY SELECT SEMICONDUCTORS PORT (FSELX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-11-01,YOU BOUGHT PERIODIC INVESTMENT CONF:035734361 FEDERATED HERMES INTL SM MID CO CL A (ISCAX) (Cash),,InvestmentTransaction,,63310740_8578901
2021-11-01,FID SM CAP IDX,,InvestmentTransaction,,63310740_7550884
2021-11-01,INVS EM ALL CAP R6,,InvestmentTransaction,,63310740_7550884
2021-11-01,TRP QM US SMCP GR I,,InvestmentTransaction,,63310740_7550884
2021-11-01,PIONEER FNDML GRTH K,,InvestmentTransaction,,63310740_7550884
2021-11-01,AF EUROPAC GROWTH R6,,InvestmentTransaction,,63310740_7550884
2021-11-01,J H ENTERPRISE N,,InvestmentTransaction,,63310740_7550884
2021-11-01,FID 500 INDEX,,InvestmentTransaction,,63310740_7550884
2021-11-01,Venmo,,CashAndCreditTransaction,,63310740_3389445
2021-11-01,FID BKG SVC LLC ,,CashAndCreditTransaction,,63310740_3389445
2021-11-01,Zelle Transfer Conf# gr7ltp1tt; ABEL DESIGNS LLC,,CashAndCreditTransaction,,63310740_3389445
2021-11-01,1369 Coffeehouse,,CashAndCreditTransaction,,63310740_7664647
2021-11-01,MBTA MTICKET 617-222-3200 MA,,CashAndCreditTransaction,,63310740_7664647
2021-11-01,CROSBY'S MARKETPLAC S HAMILTON MA,,CashAndCreditTransaction,,63310740_7664647
2021-11-01,Venmo Des Cashout,,CashAndCreditTransaction,,63310740_3389445
2021-10-29,Venmo Des Cashout,,CashAndCreditTransaction,,63310740_3389445
2021-10-29,"EDISON ENERGY LL DES:DIRECT DEP ID:XXXXX0171567A8H INDN:MURPHY,JOHN J CO ID: PPD",,CashAndCreditTransaction,,63310740_3389445
